winner,best_of,w_one,w_two,w_three,w_four,w_five,winner_id
Schwartzman D.,3,6.0,6.0,,,,536
Federer R.,3,6.0,7.0,,,,180
Cilic M.,3,6.0,6.0,,,,97
Pella G.,3,7.0,2.0,6.0,,,463
Albot R.,3,6.0,7.0,,,,4
Shapovalov D.,3,6.0,6.0,,,,543
Isner J.,3,6.0,6.0,,,,265
Khachanov K.,3,6.0,1.0,6.0,,,291
Wawrinka S.,3,6.0,6.0,7.0,,,632
Nadal R.,3,6.0,6.0,,,,427
Hurkacz H.,3,6.0,3.0,6.0,,,261
Raonic M.,3,4.0,6.0,6.0,,,488
Karlovic I.,3,6.0,7.0,,,,287
Struff J.L.,3,6.0,6.0,,,,576
Kecmanovic M.,3,6.0,7.0,,,,289
Monfils G.,3,6.0,6.0,,,,411
Thiem D.,3,6.0,6.0,,,,586
Nishioka Y.,3,6.0,6.0,7.0,,,438
Krajinovic F.,3,6.0,6.0,,,,318
Hurkacz H.,3,4.0,6.0,6.0,,,261
Shapovalov D.,3,6.0,6.0,,,,543
Nadal R.,3,6.0,6.0,,,,427
Isner J.,3,6.0,6.0,,,,265
Kohlschreiber P.,3,6.0,6.0,,,,306
Khachanov K.,3,7.0,6.0,,,,291
Edmund K.,3,6.0,6.0,,,,163
Federer R.,3,6.0,6.0,,,,180
Nadal R.,3,6.0,6.0,,,,427
Kecmanovic M.,3,6.0,,,,,289
Hurkacz H.,3,7.0,2.0,6.0,,,261
Raonic M.,3,6.0,6.0,,,,488
Federer R.,3,6.0,6.0,,,,180
Khachanov K.,3,6.0,7.0,,,,291
Thiem D.,3,6.0,6.0,,,,586
Monfils G.,3,6.0,6.0,,,,411
Raonic M.,3,6.0,6.0,,,,488
Thiem D.,3,,,,,,586
Federer R.,3,6.0,6.0,,,,180
Nadal R.,3,7.0,7.0,,,,427
Thiem D.,3,7.0,6.0,6.0,,,586
Federer R.,3,,,,,,180
Thiem D.,3,3.0,6.0,7.0,,,586
Delbonis F.,3,6.0,6.0,,,,133
Carballes Baena R.,3,6.0,6.0,,,,82
Andreozzi G.,3,7.0,6.0,,,,15
Tipsarevic J.,3,6.0,6.0,,,,589
Zverev M.,3,4.0,7.0,2.0,,,661
Hurkacz H.,3,6.0,6.0,,,,261
Haase R.,3,6.0,6.0,,,,238
Mayer L.,3,4.0,6.0,6.0,,,387
Thompson J.,3,4.0,7.0,6.0,,,587
Bublik A.,3,5.0,6.0,7.0,,,76
Lajovic D.,3,6.0,6.0,6.0,,,339
Sonego L.,3,6.0,6.0,,,,561
Chardy J.,3,6.0,6.0,7.0,,,93
Dzumhur D.,3,1.0,6.0,7.0,,,160
Ivashka I.,3,6.0,1.0,6.0,,,268
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Auger-Aliassime F.,3,3.0,6.0,6.0,,,21
Marterer M.,3,6.0,3.0,6.0,,,377
Albot R.,3,6.0,3.0,,,,4
Tomic B.,3,6.0,6.0,,,,590
Rublev A.,3,3.0,6.0,6.0,,,512
Lopez F.,3,7.0,4.0,6.0,,,358
Munar J.,3,7.0,6.0,,,,422
Sousa J.,3,6.0,7.0,,,,563
Krajinovic F.,3,6.0,6.0,,,,318
Evans D.,3,6.0,6.0,,,,176
Opelka R.,3,4.0,6.0,6.0,,,450
Andujar P.,3,7.0,6.0,,,,16
Mannarino A.,3,4.0,6.0,6.0,,,373
Kecmanovic M.,3,6.0,7.0,,,,289
Mcdonald M.,3,6.0,6.0,7.0,,,389
Ferrer D.,3,6.0,6.0,,,,182
Edmund K.,3,6.0,6.0,,,,163
Chardy J.,3,6.0,6.0,,,,93
Lajovic D.,3,2.0,6.0,6.0,,,339
Coric B.,3,7.0,0.0,6.0,,,106
Basilashvili N.,3,6.0,6.0,,,,36
Raonic M.,3,,,,,,488
Delbonis F.,3,7.0,3.0,7.0,,,133
Isner J.,3,7.0,7.0,,,,265
Auger-Aliassime F.,3,6.0,4.0,6.0,,,21
Kyrgios N.,3,7.0,6.0,,,,336
Ramos-Vinolas A.,3,4.0,6.0,6.0,,,487
Haase R.,3,3.0,6.0,6.0,,,238
Bautista Agut R.,3,7.0,6.0,,,,38
Hurkacz H.,3,6.0,6.0,,,,261
Fognini F.,3,5.0,6.0,6.0,,,187
Djokovic N.,3,7.0,6.0,,,,147
Mayer L.,3,6.0,6.0,,,,387
Shapovalov D.,3,4.0,6.0,6.0,,,543
Sousa J.,3,7.0,6.0,,,,563
Krajinovic F.,3,5.0,6.0,7.0,,,318
Thompson J.,3,6.0,6.0,,,,587
Cecchinato M.,3,,,,,,87
Goffin D.,3,6.0,6.0,,,,213
Medvedev D.,3,6.0,6.0,,,,391
Anderson K.,3,6.0,3.0,6.0,,,12
Dimitrov G.,3,6.0,6.0,,,,145
Rublev A.,3,6.0,6.0,,,,512
Opelka R.,3,6.0,3.0,6.0,,,450
Federer R.,3,4.0,7.0,6.0,,,180
Tsitsipas S.,3,7.0,6.0,,,,597
Tiafoe F.,3,7.0,7.0,,,,588
Ferrer D.,3,2.0,7.0,6.0,,,182
Isner J.,3,7.0,7.0,,,,265
Bautista Agut R.,3,6.0,6.0,,,,38
Edmund K.,3,6.0,6.0,,,,163
Basilashvili N.,3,7.0,6.0,,,,36
Auger-Aliassime F.,3,7.0,6.0,,,,21
Djokovic N.,3,7.0,4.0,6.0,,,147
Coric B.,3,6.0,6.0,6.0,,,106
Kyrgios N.,3,6.0,6.0,,,,336
Thompson J.,3,7.0,7.0,,,,587
Anderson K.,3,6.0,7.0,,,,12
Federer R.,3,7.0,6.0,,,,180
Medvedev D.,3,7.0,6.0,7.0,,,391
Shapovalov D.,3,6.0,7.0,,,,543
Goffin D.,3,6.0,6.0,,,,213
Tiafoe F.,3,5.0,6.0,6.0,,,588
Tsitsipas S.,3,6.0,6.0,,,,597
Auger-Aliassime F.,3,7.0,6.0,,,,21
Isner J.,3,7.0,7.0,,,,265
Coric B.,3,4.0,6.0,6.0,,,106
Bautista Agut R.,3,1.0,7.0,6.0,,,38
Anderson K.,3,7.0,7.0,,,,12
Tiafoe F.,3,7.0,7.0,,,,588
Shapovalov D.,3,4.0,6.0,7.0,,,543
Federer R.,3,6.0,6.0,,,,180
Isner J.,3,7.0,7.0,,,,265
Auger-Aliassime F.,3,7.0,6.0,,,,21
Shapovalov D.,3,6.0,6.0,6.0,,,543
Federer R.,3,6.0,6.0,,,,180
Isner J.,3,7.0,7.0,,,,265
Federer R.,3,6.0,6.0,,,,180
Federer R.,3,6.0,6.0,,,,180
Harrison R.,3,6.0,6.0,,,,247
Ruud C.,3,7.0,6.0,,,,516
Garin C.,3,4.0,6.0,6.0,,,199
Granollers M.,3,6.0,4.0,6.0,,,224
Tomic B.,3,7.0,7.0,,,,590
Galan D.E.,3,7.0,6.0,,,,195
Laaksonen H.,3,6.0,6.0,,,,337
Garcia-Lopez G.,3,6.0,6.0,6.0,,,198
Giraldo S.,3,6.0,6.0,,,,210
Thompson J.,3,7.0,6.0,,,,587
Querrey S.,3,6.0,6.0,,,,479
Tipsarevic J.,3,6.0,7.0,,,,589
Granollers M.,3,6.0,6.0,,,,224
Laaksonen H.,3,6.0,7.0,,,,337
Garin C.,3,3.0,7.0,7.0,,,199
Ruud C.,3,4.0,6.0,6.0,,,516
Tipsarevic J.,3,6.0,6.0,,,,589
Querrey S.,3,6.0,6.0,,,,479
Galan D.E.,3,6.0,6.0,,,,195
Thompson J.,3,4.0,7.0,7.0,,,587
Garin C.,3,6.0,6.0,,,,199
Querrey S.,3,7.0,7.0,,,,479
Ruud C.,3,6.0,6.0,,,,516
Galan D.E.,3,6.0,4.0,6.0,,,195
Garin C.,3,7.0,6.0,,,,199
Ruud C.,3,7.0,6.0,,,,516
Garin C.,3,7.0,4.0,6.0,,,199
Andreozzi G.,3,6.0,7.0,,,,15
Simon G.,3,6.0,6.0,,,,548
Edmund K.,3,6.0,6.0,,,,163
Daniel T.,3,6.0,6.0,,,,115
Tsonga J.W.,3,6.0,7.0,,,,598
Paire B.,3,3.0,6.0,7.0,,,455
Herbert P.H.,3,6.0,6.0,6.0,,,251
Menendez-Maceiras A.,3,5.0,6.0,6.0,,,397
Londero J.I.,3,6.0,6.0,,,,357
Munar J.,3,6.0,7.0,,,,422
Kohlschreiber P.,3,7.0,7.0,,,,306
Sonego L.,3,6.0,6.0,,,,561
Haase R.,3,6.0,6.0,,,,238
Vesely J.,3,7.0,6.0,,,,620
Andujar P.,3,7.0,6.0,,,,16
Zverev A.,3,6.0,6.0,,,,660
Sonego L.,3,7.0,6.0,,,,561
Daniel T.,3,6.0,1.0,6.0,,,115
Simon G.,3,6.0,6.0,,,,548
Tsonga J.W.,3,7.0,6.0,,,,598
Vesely J.,3,6.0,6.0,,,,620
Andujar P.,3,7.0,6.0,,,,16
Paire B.,3,6.0,6.0,,,,455
Munar J.,3,7.0,2.0,6.0,,,422
Simon G.,3,6.0,7.0,,,,548
Andujar P.,3,,,,,,16
Paire B.,3,6.0,6.0,,,,455
Tsonga J.W.,3,6.0,6.0,,,,598
Andujar P.,3,6.0,6.0,,,,16
Paire B.,3,2.0,6.0,6.0,,,455
Paire B.,3,6.0,6.0,,,,455
Coric B.,3,6.0,5.0,7.0,,,106
Dimitrov G.,3,7.0,6.0,,,,145
Pella G.,3,6.0,6.0,6.0,,,463
Wawrinka S.,3,7.0,6.0,,,,632
Fucsovics M.,3,7.0,3.0,6.0,,,191
Bautista Agut R.,3,3.0,6.0,6.0,,,38
Lajovic D.,3,6.0,6.0,,,,339
Medvedev D.,3,6.0,6.0,,,,391
Struff J.L.,3,5.0,6.0,6.0,,,576
Kohlschreiber P.,3,6.0,6.0,,,,306
Kukushkin M.,3,6.0,6.0,,,,328
Cecchinato M.,3,4.0,,,,,87
Goffin D.,3,6.0,6.0,,,,213
Fognini F.,3,4.0,7.0,6.0,,,187
Munar J.,3,6.0,6.0,,,,422
Klizan M.,3,7.0,7.0,,,,302
Albot R.,3,6.0,6.0,,,,4
Sonego L.,3,7.0,6.0,,,,561
Schwartzman D.,3,4.0,6.0,6.0,,,536
Auger-Aliassime F.,3,7.0,7.0,,,,21
Norrie C.,3,6.0,6.0,,,,440
Fritz T.,3,6.0,2.0,,,,190
Herbert P.H.,3,6.0,6.0,,,,251
Simon G.,3,7.0,6.0,,,,548
Pella G.,3,6.0,5.0,6.0,,,463
Sonego L.,3,7.0,6.0,,,,561
Djokovic N.,3,6.0,4.0,6.0,,,147
Coric B.,3,6.0,7.0,6.0,,,106
Cecchinato M.,3,0.0,7.0,6.0,,,87
Tsitsipas S.,3,6.0,7.0,,,,597
Medvedev D.,3,6.0,6.0,,,,391
Herbert P.H.,3,7.0,6.0,,,,251
Norrie C.,3,7.0,6.0,,,,440
Fognini F.,3,,,,,,187
Fritz T.,3,6.0,6.0,,,,190
Zverev A.,3,6.0,6.0,,,,660
Dimitrov G.,3,7.0,6.0,,,,145
Nadal R.,3,6.0,6.0,,,,427
Thiem D.,3,6.0,6.0,,,,586
Lajovic D.,3,6.0,6.0,,,,339
Medvedev D.,3,6.0,1.0,6.0,,,391
Pella G.,3,6.0,4.0,6.0,,,463
Djokovic N.,3,6.0,6.0,,,,147
Sonego L.,3,6.0,7.0,,,,561
Nadal R.,3,6.0,6.0,,,,427
Lajovic D.,3,6.0,6.0,,,,339
Fognini F.,3,7.0,6.0,,,,187
Coric B.,3,6.0,6.0,,,,106
Lajovic D.,3,6.0,7.0,,,,339
Medvedev D.,3,6.0,4.0,6.0,,,391
Nadal R.,3,7.0,6.0,,,,427
Fognini F.,3,1.0,6.0,6.0,,,187
Lajovic D.,3,7.0,6.0,,,,339
Fognini F.,3,6.0,6.0,,,,187
Fognini F.,3,6.0,6.0,,,,187
Mayer L.,3,6.0,6.0,7.0,,,387
Fucsovics M.,3,6.0,6.0,,,,191
Mcdonald M.,3,6.0,6.0,,,,389
Struff J.L.,3,6.0,6.0,,,,576
Munar J.,3,2.0,6.0,6.0,,,422
Fritz T.,3,6.0,6.0,,,,190
Verdasco F.,3,6.0,6.0,,,,619
Jarry N.,3,7.0,4.0,6.0,,,270
Schwartzman D.,3,4.0,6.0,6.0,,,536
Paire B.,3,7.0,6.0,,,,455
Kuhn N.,3,7.0,4.0,6.0,,,327
Jaziri M.,3,6.0,6.0,6.0,,,272
Ferrer D.,3,6.0,6.0,,,,182
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Garin C.,3,7.0,6.0,,,,199
Pella G.,3,3.0,7.0,6.0,,,463
Nishikori K.,3,7.0,6.0,,,,437
Jarry N.,3,3.0,7.0,7.0,,,270
Munar J.,3,6.0,6.0,,,,422
Struff J.L.,3,7.0,6.0,,,,576
Thiem D.,3,6.0,6.0,,,,586
Tsitsipas S.,3,6.0,6.0,,,,597
Auger-Aliassime F.,3,6.0,7.0,,,,21
Medvedev D.,3,6.0,2.0,6.0,,,391
Mcdonald M.,3,6.0,6.0,,,,389
Ferrer D.,3,6.0,6.0,,,,182
Carballes Baena R.,3,6.0,6.0,6.0,,,82
Nadal R.,3,6.0,6.0,6.0,,,427
Pella G.,3,6.0,7.0,,,,463
Paire B.,3,6.0,6.0,6.0,,,455
Dimitrov G.,3,6.0,6.0,6.0,,,145
Garin C.,3,7.0,6.0,,,,199
Medvedev D.,3,6.0,6.0,,,,391
Nishikori K.,3,6.0,6.0,,,,437
Thiem D.,3,7.0,6.0,,,,586
Jarry N.,3,2.0,6.0,7.0,,,270
Nadal R.,3,6.0,6.0,,,,427
Carballes Baena R.,3,6.0,7.0,,,,82
Struff J.L.,3,6.0,3.0,6.0,,,576
Pella G.,3,7.0,6.0,,,,463
Medvedev D.,3,6.0,6.0,,,,391
Nishikori K.,3,6.0,7.0,,,,437
Nadal R.,3,7.0,7.0,,,,427
Thiem D.,3,7.0,6.0,,,,586
Medvedev D.,3,6.0,3.0,7.0,,,391
Thiem D.,3,6.0,6.0,,,,586
Thiem D.,3,6.0,6.0,,,,586
Berrettini M.,3,6.0,6.0,,,,53
Bedene A.,3,7.0,6.0,,,,43
Krajinovic F.,3,6.0,6.0,7.0,,,318
Albot R.,3,7.0,6.0,,,,4
Gojowczyk P.,3,7.0,6.0,,,,214
Millman J.,3,6.0,6.0,,,,401
Herbert P.H.,3,6.0,6.0,,,,251
Balazs A.,3,6.0,6.0,,,,30
Haase R.,3,6.0,6.0,6.0,,,238
Djere L.,3,6.0,6.0,7.0,,,146
Cuevas P.,3,6.0,3.0,6.0,,,111
Sinner J.,3,6.0,0.0,6.0,,,549
Balazs A.,3,6.0,2.0,6.0,,,30
Herbert P.H.,3,7.0,6.0,,,,251
Krajinovic F.,3,7.0,6.0,,,,318
Coric B.,3,6.0,4.0,6.0,,,106
Berrettini M.,3,7.0,6.0,,,,53
Basilashvili N.,3,6.0,0.0,6.0,,,36
Cuevas P.,3,5.0,7.0,7.0,,,111
Djere L.,3,6.0,6.0,,,,146
Krajinovic F.,3,6.0,7.0,,,,318
Herbert P.H.,3,6.0,6.0,,,,251
Berrettini M.,3,6.0,1.0,6.0,,,53
Djere L.,3,3.0,6.0,6.0,,,146
Krajinovic F.,3,6.0,6.0,,,,318
Berrettini M.,3,6.0,6.0,,,,53
Berrettini M.,3,4.0,6.0,6.0,,,53
Andreozzi G.,3,6.0,6.0,,,,15
Nishioka Y.,3,6.0,6.0,,,,438
Opelka R.,3,7.0,6.0,,,,450
Domingues J.,3,6.0,2.0,6.0,,,151
Davidovich Fokina A.,3,7.0,6.0,,,,118
Jaziri M.,3,6.0,3.0,6.0,,,272
Chardy J.,3,5.0,6.0,6.0,,,93
Millman J.,3,6.0,6.0,,,,401
Cuevas P.,3,6.0,6.0,,,,111
Sousa J.,3,6.0,2.0,6.0,,,563
Mayer L.,3,7.0,6.0,,,,387
Tiafoe F.,3,6.0,7.0,,,,588
Domingues J.,3,6.0,2.0,,,,151
Monfils G.,3,3.0,6.0,6.0,,,411
Tsitsipas S.,3,6.0,6.0,,,,597
Davidovich Fokina A.,3,6.0,6.0,,,,118
Cuevas P.,3,6.0,7.0,,,,111
Goffin D.,3,6.0,6.0,,,,213
Jaziri M.,3,7.0,6.0,,,,272
Tiafoe F.,3,2.0,6.0,7.0,,,588
Tsitsipas S.,3,7.0,6.0,,,,597
Goffin D.,3,4.0,7.0,6.0,,,213
Davidovich Fokina A.,3,6.0,7.0,6.0,,,118
Cuevas P.,3,6.0,6.0,6.0,,,111
Tsitsipas S.,3,3.0,6.0,6.0,,,597
Cuevas P.,3,3.0,6.0,6.0,,,111
Tsitsipas S.,3,6.0,7.0,,,,597
Daniel T.,3,6.0,6.0,,,,115
Fucsovics M.,3,7.0,4.0,7.0,,,191
Londero J.I.,3,6.0,4.0,6.0,,,357
Schwartzman D.,3,6.0,1.0,6.0,,,536
Klizan M.,3,6.0,7.0,,,,302
Garin C.,3,6.0,6.0,,,,199
Monteiro T.,3,6.0,6.0,,,,414
Kohlschreiber P.,3,6.0,7.0,,,,306
Pella G.,3,6.0,6.0,,,,463
Berrettini M.,3,7.0,6.0,,,,53
Molleker R.,3,7.0,4.0,6.0,,,409
Kudla D.,3,6.0,6.0,,,,325
Garin C.,3,6.0,7.0,,,,199
Zverev A.,3,7.0,6.0,,,,660
Cecchinato M.,3,6.0,6.0,,,,87
Fucsovics M.,3,6.0,6.0,6.0,,,191
Pella G.,3,6.0,6.0,6.0,,,463
Bautista Agut R.,3,6.0,6.0,,,,38
Kohlschreiber P.,3,7.0,6.0,,,,306
Berrettini M.,3,7.0,6.0,,,,53
Cecchinato M.,3,1.0,7.0,7.0,,,87
Garin C.,3,6.0,5.0,7.0,,,199
Berrettini M.,3,4.0,7.0,6.0,,,53
Bautista Agut R.,3,4.0,6.0,6.0,,,38
Garin C.,3,6.0,6.0,,,,199
Berrettini M.,3,6.0,6.0,,,,53
Garin C.,3,6.0,3.0,7.0,,,199
Struff J.L.,3,7.0,6.0,,,,576
Auger-Aliassime F.,3,6.0,7.0,,,,21
Opelka R.,3,7.0,6.0,,,,450
Khachanov K.,3,6.0,6.0,6.0,,,291
Djere L.,3,6.0,6.0,,,,146
Tiafoe F.,3,6.0,6.0,6.0,,,588
Kohlschreiber P.,3,6.0,7.0,,,,306
Cilic M.,3,6.0,2.0,7.0,,,97
Fritz T.,3,7.0,7.0,,,,190
Monfils G.,3,6.0,6.0,,,,411
Gasquet R.,3,7.0,7.0,,,,200
Verdasco F.,3,6.0,3.0,6.0,,,619
Hurkacz H.,3,6.0,6.0,,,,261
Fucsovics M.,3,6.0,7.0,,,,191
Pella G.,3,6.0,1.0,6.0,,,463
Wawrinka S.,3,6.0,6.0,,,,632
Mannarino A.,3,7.0,5.0,6.0,,,373
Schwartzman D.,3,6.0,4.0,6.0,,,536
Fognini F.,3,6.0,6.0,,,,187
Dellien H.,3,4.0,6.0,7.0,,,138
Chardy J.,3,6.0,4.0,7.0,,,93
Ferrer D.,3,6.0,4.0,6.0,,,182
Millman J.,3,7.0,7.0,,,,401
Pouille L.,3,6.0,7.0,,,,474
Djokovic N.,3,6.0,6.0,,,,147
Cilic M.,3,4.0,6.0,6.0,,,97
Federer R.,3,6.0,6.0,,,,180
Thiem D.,3,6.0,6.0,1.0,,,586
Nishikori K.,3,7.0,7.0,,,,437
Tiafoe F.,3,6.0,3.0,6.0,,,588
Chardy J.,3,6.0,6.0,,,,93
Wawrinka S.,3,6.0,6.0,,,,632
Monfils G.,3,1.0,6.0,6.0,,,411
Djere L.,3,6.0,2.0,7.0,,,146
Nadal R.,3,6.0,6.0,,,,427
Fognini F.,3,6.0,6.0,,,,187
Tsitsipas S.,3,6.0,7.0,,,,597
Hurkacz H.,3,7.0,6.0,,,,261
Verdasco F.,3,6.0,6.0,7.0,,,619
Zverev A.,3,6.0,6.0,,,,660
Cilic M.,3,4.0,6.0,6.0,,,97
Djokovic N.,3,6.0,7.0,,,,147
Thiem D.,3,6.0,7.0,,,,586
Federer R.,3,6.0,4.0,7.0,,,180
Wawrinka S.,3,6.0,7.0,,,,632
Tsitsipas S.,3,6.0,6.0,,,,597
Zverev A.,3,3.0,6.0,6.0,,,660
Nadal R.,3,6.0,6.0,,,,427
Djokovic N.,3,,,,,,147
Thiem D.,3,3.0,7.0,6.0,,,586
Tsitsipas S.,3,7.0,3.0,6.0,,,597
Nadal R.,3,6.0,6.0,,,,427
Djokovic N.,3,7.0,7.0,,,,147
Tsitsipas S.,3,6.0,2.0,6.0,,,597
Djokovic N.,3,6.0,6.0,,,,147
Basilashvili N.,3,6.0,7.0,,,,36
Kohlschreiber P.,3,6.0,3.0,6.0,,,306
Berrettini M.,3,6.0,6.0,,,,53
Sinner J.,3,1.0,6.0,7.0,,,549
Bautista Agut R.,3,6.0,3.0,6.0,,,38
Coric B.,3,6.0,6.0,6.0,,,106
Djere L.,3,6.0,6.0,,,,146
Verdasco F.,3,4.0,6.0,6.0,,,619
Khachanov K.,3,6.0,6.0,6.0,,,291
Ruud C.,3,7.0,0.0,6.0,,,516
Shapovalov D.,3,6.0,7.0,,,,543
Cecchinato M.,3,4.0,6.0,6.0,,,87
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Norrie C.,3,3.0,6.0,6.0,,,440
Fognini F.,3,6.0,6.0,,,,187
Albot R.,3,6.0,6.0,,,,4
Fritz T.,3,6.0,6.0,,,,190
Goffin D.,3,4.0,6.0,6.0,,,213
Chardy J.,3,6.0,4.0,6.0,,,93
Schwartzman D.,3,6.0,6.0,,,,536
Kyrgios N.,3,6.0,3.0,6.0,,,336
Sousa J.,3,6.0,6.0,7.0,,,563
Cilic M.,3,6.0,7.0,,,,97
Struff J.L.,3,6.0,6.0,6.0,,,576
Khachanov K.,3,5.0,6.0,6.0,,,291
Berrettini M.,3,7.0,7.0,,,,53
Basilashvili N.,3,7.0,6.0,,,,36
Coric B.,3,6.0,6.0,,,,106
Schwartzman D.,3,7.0,6.0,,,,536
Verdasco F.,3,4.0,6.0,7.0,,,619
Nishikori K.,3,6.0,6.0,,,,437
Federer R.,3,6.0,6.0,,,,180
Struff J.L.,3,6.0,6.0,,,,576
Nadal R.,3,6.0,6.0,,,,427
Del Potro J.M.,3,6.0,6.0,,,,132
Ruud C.,3,6.0,6.0,2.0,,,516
Tsitsipas S.,3,6.0,6.0,,,,597
Djokovic N.,3,6.0,6.0,,,,147
Kohlschreiber P.,3,6.0,6.0,,,,306
Fognini F.,3,7.0,6.0,,,,187
Schwartzman D.,3,6.0,6.0,,,,536
Verdasco F.,3,7.0,3.0,6.0,,,619
Federer R.,3,2.0,6.0,7.0,,,180
Nishikori K.,3,3.0,7.0,6.0,,,437
Del Potro J.M.,3,6.0,6.0,,,,132
Nadal R.,3,6.0,6.0,,,,427
Djokovic N.,3,6.0,6.0,,,,147
Tsitsipas S.,3,6.0,6.0,,,,597
Schwartzman D.,3,6.0,6.0,,,,536
Nadal R.,3,6.0,6.0,,,,427
Tsitsipas S.,3,,,,,,597
Djokovic N.,3,4.0,7.0,6.0,,,147
Nadal R.,3,6.0,6.0,,,,427
Djokovic N.,3,6.0,6.0,6.0,,,147
Nadal R.,3,6.0,4.0,6.0,,,427
Gulbis E.,3,6.0,7.0,,,,234
Londero J.I.,3,6.0,6.0,,,,357
Kudla D.,3,5.0,6.0,6.0,,,325
Daniel T.,3,6.0,4.0,6.0,,,115
Dellien H.,3,6.0,3.0,6.0,,,138
Jarry N.,3,6.0,7.0,,,,270
Albot R.,3,7.0,7.0,,,,4
Tipsarevic J.,3,7.0,7.0,,,,589
Ramos-Vinolas A.,3,6.0,6.0,6.0,,,487
Sousa J.,3,6.0,6.0,6.0,,,563
Delbonis F.,3,1.0,6.0,6.0,,,133
Dzumhur D.,3,6.0,6.0,7.0,,,160
Zverev A.,3,6.0,6.0,,,,660
Dellien H.,3,7.0,6.0,,,,138
Albot R.,3,6.0,6.0,6.0,,,4
Delbonis F.,3,6.0,6.0,,,,133
Daniel T.,3,6.0,4.0,6.0,,,115
Jarry N.,3,6.0,6.0,,,,270
Ramos-Vinolas A.,3,6.0,6.0,,,,487
Dzumhur D.,3,3.0,6.0,6.0,,,160
Jarry N.,3,6.0,7.0,,,,270
Albot R.,3,6.0,7.0,,,,4
Zverev A.,3,7.0,3.0,6.0,,,660
Delbonis F.,3,7.0,7.0,,,,133
Jarry N.,3,6.0,6.0,,,,270
Zverev A.,3,7.0,6.0,6.0,,,660
Zverev A.,3,6.0,3.0,7.0,,,660
Millman J.,3,6.0,6.0,,,,401
Tsonga J.W.,3,7.0,6.0,,,,598
Humbert U.,3,6.0,6.0,,,,260
Johnson S.,3,6.0,7.0,,,,277
Herbert P.H.,3,6.0,7.0,,,,251
Lamasine T.,3,6.0,7.0,,,,340
Diez S.,3,6.0,4.0,,,,144
Fritz T.,3,7.0,7.0,,,,190
Gasquet R.,3,6.0,6.0,7.0,,,200
Moutet C.,3,6.0,2.0,7.0,,,418
Cuevas P.,3,6.0,6.0,,,,111
Paire B.,3,3.0,7.0,6.0,,,455
Johnson S.,3,7.0,5.0,6.0,,,277
Auger-Aliassime F.,3,7.0,7.0,,,,21
Paire B.,3,6.0,6.0,,,,455
Shapovalov D.,3,2.0,7.0,6.0,,,543
Fritz T.,3,,,,,,190
Bautista Agut R.,3,4.0,6.0,6.0,,,38
Tsonga J.W.,3,3.0,7.0,6.0,,,598
Basilashvili N.,3,7.0,7.0,,,,36
Fritz T.,3,6.0,6.0,6.0,,,190
Paire B.,3,6.0,4.0,7.0,,,455
Basilashvili N.,3,6.0,6.0,,,,36
Auger-Aliassime F.,3,6.0,2.0,6.0,,,21
Paire B.,3,6.0,6.0,,,,455
Auger-Aliassime F.,3,2.0,7.0,6.0,,,21
Paire B.,3,6.0,6.0,,,,455
Cilic M.,5,6.0,7.0,6.0,,,97
Popyrin A.,5,3.0,6.0,7.0,6.0,,471
Ruud C.,5,6.0,7.0,6.0,,,516
Berrettini M.,5,6.0,6.0,6.0,6.0,,53
Dimitrov G.,5,6.0,6.0,3.0,6.0,6.0,145
Tsitsipas S.,5,6.0,6.0,7.0,,,597
Otte O.,5,6.0,6.0,4.0,6.0,,452
Nishikori K.,5,6.0,6.0,6.0,,,437
Mahut N.,5,2.0,6.0,6.0,6.0,6.0,369
Federer R.,5,6.0,6.0,6.0,,,180
Dellien H.,5,6.0,6.0,6.0,,,138
Schwartzman D.,5,6.0,3.0,7.0,2.0,6.0,536
Djere L.,5,6.0,6.0,7.0,,,146
Kohlschreiber P.,5,6.0,6.0,6.0,6.0,,306
Mayer L.,5,7.0,6.0,6.0,,,387
Goffin D.,5,6.0,6.0,6.0,,,213
Londero J.I.,5,6.0,6.0,6.0,,,357
Kecmanovic M.,5,6.0,6.0,5.0,6.0,6.0,289
Carreno Busta P.,5,6.0,6.0,6.0,,,83
De Minaur A.,5,6.0,6.0,6.0,,,125
Herbert P.H.,5,4.0,4.0,6.0,6.0,7.0,251
Krajinovic F.,5,6.0,4.0,6.0,3.0,6.0,318
Moutet C.,5,6.0,7.0,6.0,,,418
Maden Y.,5,7.0,7.0,6.0,,,367
Garin C.,5,7.0,7.0,7.0,,,199
Gasquet R.,5,6.0,6.0,6.0,,,200
Carballes Baena R.,5,6.0,6.0,6.0,,,82
Nadal R.,5,6.0,6.0,6.0,,,427
Coric B.,5,6.0,6.0,6.0,6.0,,106
Pella G.,5,7.0,6.0,1.0,6.0,,463
Laaksonen H.,5,6.0,6.0,7.0,,,337
Wawrinka S.,5,6.0,6.0,6.0,6.0,,632
Simon G.,5,6.0,6.0,6.0,,,548
Tsonga J.W.,5,7.0,6.0,4.0,6.0,,598
Caruso S.,5,7.0,4.0,6.0,6.0,,85
Djokovic N.,5,6.0,6.0,6.0,,,147
Harris L.,5,6.0,4.0,2.0,6.0,6.0,245
Paire B.,5,6.0,6.0,6.0,6.0,,455
